"","v1","v2","v3","q2_1","q2_2","q2_3","q3_1","q3_2","q3_3","q3_4","q3_5","q4_1","q4_2","q4_3","q4_4","q4_5","q4_6","q4_7","q4_8","q5","q6_1","q6_2","q6_3","q6_4","q6_5","q6_6","q6_7","q6_8","q6_9","q7_1","q7_2","q7_3","q7_4","q7_5","q7_6","q8_1","q8_2","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q9_8","q10","q11_1","q11_2","q11_3","q11_4","q11_5","q11_6","q11_7","q11_8","q11_9","q12_3","q12_4","q12_5","q12_6","q13_1","q13_2","q14_1","q14_2","q14_3","q14_4","q14_5","q14_6","q14_7","q14_8","q15","q16_1","q16_2","q16_3","q16_4","q16_5","q16_6","q16_7","q16_8","q16_9","q17_1","q17_2","q17_5","q17_6","q18","q19_1","q19_2","q19_3","q20_1","q20_2","q20_3","q20_4","q20_5","q20_6","q20_7","q20_8","q21","q22_1","q22_2","q22_3","q22_4","q22_5","q22_6","q22_7","q22_8","q22_9","q23_1","q23_2","q23_3","q23_4","q23_5","q23_6","q24","q25","q26_1","q26_2","q26_3","q26_4","q26_5","q26_6","q26_7","q26_8","q26_9","q26_10","q27_1","q27_2","q27_3","q27_4","q27_5","q27_6","q27_7","q27_8","q27_9","q27_10","q27_11","q28_1","q28_2","q28_3","q28_4","q28_5","q28_6","q28_7","q28_8","q28_9","q28_10","q29_1","q29_2","q29_3","q29_4","q29_5","q29_6","q29_7","q29_8","q29_9","q29_10","q29_11","q30_1","q30_2","q30_3","q31","q32","q33_1","q33_2","q33_3","q33_4","q33_5","q33_6","q33_7","q33_8","q33_9","q33_10","q33_11","q33_12","q33_13","q341_8","q341_9","q341_12","q341_13","q341_18","q341_20","q341_21","q341_24","q341_25","q341_26","q341_28","q341_29","q341_30","q342_8","q342_9","q342_12","q342_13","q342_18","q342_20","q342_21","q342_24","q342_25","q342_26","q342_28","q342_29","q342_30","q35_1","q35_2","q35_3","q35_4","q36_1","q36_2","q36_3","q36_4","q36_5","q37_1","q37_2","q37_3","q37_4","q37_5","q37_6","q38_1","q38_2","q38_3","q38_4","q38_5","q38_6","q38_7","q39_1","q39_2","q39_3","q39_4","q39_5","q39_6","q39_7","q39_8","q39_9","q40_1","q40_2","q40_3","q40_4","q41","q42_1","q42_2","q42_3","q43_1","q43_2","q43_3","q43_4","q43_5","q43_6","q43_7","q43_8","q43_9","q43_10","q44_1","q44_2","q44_3","q44_4","q44_5","q44_6","q45_1","q45_2","q45_3","q45_4","q45_5","q45_6","q46_1","q46_2","q46_3","q46_4","q46_5","q46_6","q46_7","q46_8","q46_9","q46_10","q46_11","q46_12","q46_13","q46_14","q46_15","q46_16","q46_17","q46_17_text","q46_18","q47_1","q47_2","q47_3","q47_4","q47_5","q48","q49","q50","q51","q52","q53","q54_1","q54_2","q54_3","q54_4","q54_5","q54_6","q55","q56_1","q56_2","q56_3","q56_4","q56_5","q57_1","q57_2","q57_3","q57_4","q57_5","q58","q59","q60","q61","q62","q63","q64","q65_1","q65_2","q65_3","q65_4","q65_5","q65_6","q65_7","q66_1","q66_2","q66_3","q66_4","q66_5","q66_6","q66_7","q66_8","q67","q68_1","q68_2","q68_3","q68_4","q68_5","q68_6","q69_1_text","q69_2_text","q70","q71","q72","dobrfl_10","doqq66","doqq68","doqq26","doqq46","doqq7","doqq17","doqq23","doqq12","doqq34","doqq29","doqq4","doqq9","doqq14","doqq20","denom","q62no","q1","q88_1","q88_2","q88_3","treat","treat_1","treat_2","treat_3","treat_4","ft_1","ft_2","ft_3","ft_4","ft_5","ft_6","ft_7","ft_8","llg","tol_1","tol_2","tol_3","tol_4","tol_5","tol_6","tol_7","tol_8","tol_9","rv_1","rv_2","rv_3","rv_4","rv_5","rv_6","tol_2r","tol_4r","tol_6r","tol_a","tol_7r","tol_8r","tol_9r","threat_a"
"420","Default Response Set",2014-02-20 08:39:39,2014-02-20 08:40:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","","","","","","","","","","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Default Response Set",2014-02-20 08:35:43,2014-02-20 09:05:23,4,4,4,2,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,1,1,0,NA,1,70,5,4,2,4,1,4,1,2,4,2,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,5,5,1,5,2,5,1,5,1,4,1,1,1,2,1,2,1,1,2,2,3,2,4,1,2,3,1,4,4,2,2,5,4,5,4,2,1,4,1,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,3,2,3,NA,NA,NA,NA,NA,2,1,2,2,3,2,2,1,2,2,1,2,2,70,70,20,20,51,80,70,70,70,1,2,2,4,1,7,4,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,1,2,1,2,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,3,2,3,2,2,1,1000,800,30,6,4,1,1,2,1,2,1,1,3,3,4,3,3,3,4,3,5,2,2,2,2,2,1,6,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,"32 years","11 years",46,6,1,"Treatment 1 - Inclusive","2|5|3|7|8|1|4|6","2|4|6|5|1|3","3|2|1|7|5|4|8|6|10|9","4|8|3|10|5|1|12|15|16|7|14|6|13|9|11|2|17|18","","","","4|3|5|6","13|18|25|8|30|26|24|29|9|20|21|12|28","4|11|3|8|7|6|10|1|9|2|5","","2|4|5|7|3|6|1|8","","",1,NA,1,NA,NA,NA,2,0,1,0,0,0,100,1,1,0,NA,1,70,5,4,2,4,1,4,1,2,4,2,2,1,4,3,1,1,3,4,4,3.83333325386047,3,1,3,2.33333325386047
"422","Default Response Set",2014-02-20 09:17:23,2014-02-20 09:18:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","","","","","","","","","","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Default Response Set",2014-02-20 09:39:54,2014-02-20 10:22:45,4,2,4,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,71,72,9,40,70,39,22,70,3,3,2,3,1,3,2,3,3,1,1,1,2,1,1,1,2,4,2,2,4,1,5,4,2,1,5,4,2,1,2,2,3,2,2,1,3,3,3,3,2,2,1,1,1,2,2,3,2,3,4,3,3,3,3,2,4,3,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,NA,NA,NA,1,NA,2,1,2,2,3,2,1,1,1,1,1,2,2,80,81,30,30,NA,71,79,70,80,3,3,2,3,1,7,3,2,1,1,1,NA,1,1,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"",NA,1,2,2,1,1,1,300,250,55,5,3,1,1,1,1,2,1,1,3,3,4,2,3,2,2,3,6,2,3,2,1,2,1,5,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,"27","9",14,6,1,"Treatment 3 - Status","2|6|8|7|1|5|4|3","3|5|6|1|2|4","7|4|8|2|1|5|3|6|9|10","3|15|11|10|6|9|13|2|7|5|1|16|14|8|4|12|17|18","","","3|4|1|2|5|6","","12|24|30|26|13|25|29|18|20|28|9|21|8","9|8|10|11|2|1|4|3|7|6|5","","","","3|2|4|6|7|1|8|5",1,NA,1,NA,NA,NA,4,0,0,0,1,71,72,9,40,70,39,22,70,3,3,2,3,1,3,2,3,3,1,1,1,2,1,1,1,3,4,3,3.16666674613953,2,2,4,2.66666674613953
"424","Default Response Set",2014-02-20 11:23:10,2014-02-20 11:24:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","","","","","","","","","","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Default Response Set",2014-02-20 14:22:26,2014-02-20 15:09:58,4,4,4,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,50,50,10,50,50,50,10,65,8,1,4,3,1,4,1,3,4,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,5,1,5,2,4,2,4,3,2,1,1,1,2,1,1,1,2,1,2,2,2,4,3,2,3,2,3,4,2,3,4,4,4,4,2,1,4,3,3,3,2,1,1,1,14,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,3,1,NA,1,NA,NA,2,3,2,2,3,2,1,1,2,2,1,2,2,50,50,0,0,0,50,50,0,75,2,2,2,2,1,7,5,7,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,NA,"",1,2,3,3,1,2,1,200,150,65,5,3,1,1,2,2,1,1,1,3,3,3,3,4,4,6,4,6,4,3,2,1,2,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,3,1,1,1,4,"34","23",22,5,1,"Treatment 2 - Exclusive","6|7|5|8|4|1|3|2","6|5|4|3|2|1","6|2|3|4|10|5|1|8|9|7","11|6|7|5|13|15|3|12|9|8|4|16|2|14|10|1|17|18","","1|2|5|6","","","30|24|29|12|9|21|25|18|26|8|28|20|13","3|10|6|9|1|5|4|7|11|2|8","","","5|3|7|8|2|4|1|6","",1,NA,1,NA,NA,NA,3,0,0,1,0,50,50,10,50,50,50,10,65,8,1,4,3,1,4,1,3,4,4,2,2,4,3,2,1,1,4,4,2.83333325386047,2,1,1,1.33333337306976
"426","Default Response Set",2014-02-20 15:55:22,2014-02-20 16:23:17,NA,NA,NA,1,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,96,0,1,4,86,0,50,2,4,1,4,1,4,1,4,4,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,5,1,4,3,2,2,3,5,3,1,3,3,4,2,4,4,4,4,2,3,4,1,2,1,2,1,1,2,1,3,4,5,5,3,5,1,3,2,3,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,NA,NA,1,NA,NA,3,1,2,2,3,3,2,2,1,1,1,2,2,95,83,1,58,2,74,95,3,96,2,1,2,1,1,3,2,2,1,1,1,NA,1,1,NA,1,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,1,1,1,70,18,40,3,3,2,1,1,1,1,2,1,3,3,3,3,4,3,3,1,3,3,2,1,2,2,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,1,2,4,"37","11",21,6,1,"Treatment 2 - Exclusive","4|3|7|2|1|6|5|8","6|5|1|3|4|2","1|8|9|3|2|4|7|6|10|5","4|3|15|6|7|8|13|16|1|5|10|12|2|11|9|14|17|18","","1|2|5|6","","","30|21|13|8|18|25|28|26|24|9|12|29|20","10|2|11|3|5|1|8|9|6|4|7","","","5|8|4|6|1|3|7|2","",2,NA,1,2,2,1,3,0,0,1,0,1,96,0,1,4,86,0,50,2,4,1,4,1,4,1,4,4,4,2,2,4,2,2,1,4,4,4,4,1,1,1,1
"427","Default Response Set",2014-02-20 15:39:38,2014-02-20 16:40:01,3,3,3,3,3,2,2,3,3,70,0,1,10,11,2,NA,4,3,2,3,2,4,2,2,3,3,4,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,5,2,4,2,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,2,3,3,4,5,4,4,2,2,3,3,4,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,3,3,2,2,2,2,2,1,2,80,70,11,3,3,86,87,75,23,2,2,2,2,1,7,6,5,1,1,1,1,NA,1,NA,NA,NA,NA,2,2,2,2,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Child abuse",NA,2,2,2,2,2,1,150,125,80,5,3,1,2,2,2,2,1,1,3,3,3,3,3,2,2,3,5,3,2,2,2,2,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,3,1,1,1,2,"27 years","9 years",47,6,1,"Control","4|7|2|1|8|6|5|3","6|3|4|2|5|1","8|1|5|3|6|2|10|4|7|9","12|15|10|6|3|1|4|7|11|16|9|14|13|8|5|2|17|18","4|3|2|1|5|6","","","","25|29|18|30|20|24|9|12|8|13|26|28|21","1|7|11|10|8|9|4|6|2|3|5","2|4|6|8|5|1|3|7","","","",1,NA,1,NA,NA,NA,1,1,0,0,0,3,70,0,1,10,11,2,NA,4,3,2,3,2,4,2,2,3,3,4,2,3,3,1,1,3,3,3,3.16666674613953,3,2,2,2.33333325386047
"428","Default Response Set",2014-02-20 16:45:20,2014-02-20 16:46:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","","","","","","","","","","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Default Response Set",2014-02-20 21:29:35,2014-02-20 22:02:21,NA,NA,NA,2,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,87,9,2,85,36,4,3,76,3,1,4,2,3,3,3,2,3,1,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,4,2,4,3,2,1,2,4,2,1,2,2,2,2,2,1,3,3,1,2,2,1,3,2,2,1,2,2,2,4,3,2,4,3,3,1,4,4,2,2,1,1,2,1,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,NA,NA,2,2,2,2,3,2,1,2,1,2,1,2,2,2,3,98,64,56,4,2,0,74,1,2,2,2,1,6,2,2,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,"lots, new topic each week",1,1,3,3,2,2,1,350,150,50,6,5,2,1,2,1,1,2,1,3,2,2,2,1,4,3,1,2,3,2,2,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,5,4,2,2,2,5,"34","5",8,6,1,"Treatment 1 - Inclusive","6|3|5|7|8|2|1|4","6|3|4|1|5|2","2|3|6|1|7|5|8|9|4|10","5|11|12|15|13|8|14|9|2|7|16|3|4|10|6|1|17|18","","","","3|4|5|6","25|30|12|29|28|8|13|26|9|20|18|24|21","11|2|10|6|3|4|8|1|9|7|5","","6|4|5|7|2|3|8|1","","",2,NA,1,2,2,2,2,0,1,0,0,87,9,2,85,36,4,3,76,3,1,4,2,3,3,3,2,3,1,1,1,4,3,2,2,1,2,2,1.83333337306976,3,2,4,3
